title,pdf_url,arxiv_url,code_available,code_url
"Maximizing the Position Embedding for Vision Transformers with Global Average Pooling",,,no,
"Learning Strategy Representation for Imitation Learning in Multi-Agent Games",,,no,
"MGDA: Model-based Goal Data Augmentation for Offline Goal-conditioned Weighted Supervised Learning",,,no,
"Mining In-distribution Attributes in Outliers for Out-of-distribution Detection",,,no,
"Real-Time Recurrent Reinforcement Learning",,,no,
"Towards Trustable SHAP Scores",,,no,
"Distributionally Robust Policy Evaluation and Learning for Continuous Treatment with Observational Data",,,no,
"Frame Order Matters: A Temporal Sequence-Aware Model for Few-Shot Action Recognition",,,no,
"Unlocking Better Closed-Set Alignment Based on Neural Collapse for Open-Set Recognition",,,no,
"Tilted Quantile Gradient Updates for Quantile-Constrained Reinforcement Learning",,,no,
"FedMSGL: A Self-Expressive Hypergraph Based Federated Multi-View Learning",,,no,
"Marginal Benefit Driven RL Teacher for Unsupervised Environment Design",,,no,
"AIA: Autoregression-Based Injection Attacks Against Text2SQL Models",,,no,
"k-HyperEdge Medoids for Clustering Ensemble",,,no,
"AdvDisplay: Adversarial Display Assembled by Thermoelectric Cooler for Fooling Thermal Infrared Detectors",,,no,
"A Sample-Level Evaluation and Generative Framework for Model Inversion Attacks",,,no,
"Efficient Event-Based Semantic Segmentation via Exploiting Frame-Event Fusion: A Hybrid Neural Network Approach",,,no,
"Learning Causal Transition Matrix for Instance-dependent Label Noise",,,no,
"HEP-NAS: Towards Efficient Few-shot Neural Architecture Search via Hierarchical Edge Partitioning",,,no,
"Modeling All Response Surfaces in One for Conditional Search Spaces",,,no,
"Multi-Label Ranking Loss Minimization for Matrix Completion",,,no,
"Destroy and Repair Using Hyper-Graphs for Routing",,,no,
"An Efficient and Accurate Dynamic Sparse Training Framework Based on Parameter-Freezing",,,no,
"Adaptive Decision Boundary for Few-Shot Class-Incremental Learning",,,no,
"GTDE: Grouped Training with Decentralized Execution for Multi-agent Actor-Critic",,,no,
"When Hypergraph Meets Heterophily: New Benchmark Datasets and Baseline",,,no,
"Deep Hypergraph Neural Networks with Tight Framelets",,,no,
"On the Power of Convolution-Augmented Transformer",,,no,
"Detecting and Corrupting Convolution-based Unlearnable Examples",,,no,
"Self-Prompting Analogical Reasoning for UAV Object Detection",,,maybe,
"CAPrompt: Cyclic Prompt Aggregation for Pre-Trained Model Based Class Incremental Learning",,,no,
"Semi-Supervised Multi-View Multi-Label Learning with View-Specific Transformer and Enhanced Pseudo-Label",,,no,
"Neural Conformal Control for Time Series Forecasting",,,no,
"Dynamic Clustering Convolutional Neural Network",,,no,
"Adaptive Dual Guidance Knowledge Distillation",,,no,
"Unravelling Causal Genetic Biomarkers of Alzheimer’s Disease via Neuron to Gene-token Backtracking in Neural Architecture: A Groundbreaking Reverse-Gene-Finder Approach",,,no,
"Hierarchical Mixture of Experts: Generalizable Learning for High-Level Synthesis",,,maybe,
"Riemann-based Multi-scale Attention Reasoning Network for Text-3D Retrieval",,,no,
"Coupling-based Convergence Diagnostic and Stepsize Scheme for Stochastic Gradient Descent",,,no,
"B2Opt: Learning to Optimize Black-box Optimization with Little Budget",,,no,
"Symbolic Neural Ordinary Differential Equations",,,no,
"Population Aware Diffusion for Time Series Generation",,,no,
"Optimizing Quantized Diffusion Models via Distillation with Cross-Timestep Error Correction",,,no,
"Deep Rank-One Tensor Functional Factorization for Multi-Dimensional Data Recovery",,,no,
"Community-Centric Graph Unlearning",,,no,
"Complex-Cycle-Consistent Diffusion Model for Monaural Speech Enhancement",,,no,
"Deep Evidential Hashing for Trustworthy Cross-Modal Retrieval",,,no,
"Edge Contrastive Learning: An Augmentation-Free Graph Contrastive Learning Model",,,no,
"Logic-Q: Improving Deep Reinforcement Learning-based Quantitative Trading via Program Sketch-based Tuning",,,no,
"EBS-CFL: Efficient and Byzantine-robust Secure Clustered Federated Learning",,,no,
"Personalized Federated Collaborative Filtering: A Variational AutoEncoder Approach",,,no,
"AgentMixer: Multi-Agent Correlated Policy Factorization",,,no,
"Calibrated Disambiguation for Partial Multi-label Learning",,,no,
"Noise-Injected Spiking Graph Convolution for Energy-Efficient 3D Point Cloud Denoising",,,no,
"Unsupervised Region-Based Image Editing of Denoising Diffusion Models",,,no,
"VQTalker: Towards Multilingual Talking Avatars Through Facial Motion Tokenization",,,no,
"HC-LLM: Historical-Constrained Large Language Models for Radiology Report Generation",,,no,
"Training Matting Models Without Alpha Labels",,,no,
"Multi-view Consistent 3D Panoptic Scene Understanding",,,no,
"Interacted Object Grounding in Spatio-Temporal Human-Object Interactions",,,no,
"Generalized Debiased Semi-Supervised Hashing for Large-Scale Image Retrieval",,,maybe,
"Unlocking the Potential of Reverse Distillation for Anomaly Detection",,,maybe,
"Unveiling the Knowledge of CLIP for Training-Free Open-Vocabulary Semantic Segmentation",,,no,
"DoGA: Enhancing Grounded Object Detection via Grouped Pre-Training with Attributes",,,maybe,
"Learning Dynamic Similarity by Bidirectional Hierarchical Sliding Semantic Probe for Efficient Text Video Retrieval",,,no,
"Asymmetric Visual Semantic Embedding Framework for Efficient Vision-Language Alignment",,,no,
"MUN: Image Forgery Localization Based on M³ Encoder and UN Decoder",,,no,
"CLIP-PCQA: Exploring Subjective-Aligned Vision-Language Modeling for Point Cloud Quality Assessment",,,no,
"DM-Adapter: Domain-Aware Mixture-of-Adapters for Text-Based Person Retrieval",,,no,
"DreamUHD: Frequency Enhanced Variational Autoencoder for Ultra-High-Definition Image Restoration",,,no,
"Towards Robust Visual Question Answering via Prompt-Driven Geometric Harmonization",,,no,
"See Through Their Minds: Learning Transferable Brain Decoding Models from Cross-Subject fMRI",,,maybe,
"SCOPE: Sign Language Contextual Processing with Embedding from LLMs",,,maybe,
"Advancing Comprehensive Aesthetic Insight with Multi-Scale Text-Guided Self-Supervised Learning",,,no,
"Training Verification-Friendly Neural Networks via Neuron Behavior Consistency",,,no,
"SAUGE: Taming SAM for Uncertainty-Aligned Multi-Granularity Edge Detection",,,no,
"Robust SAM: On the Adversarial Robustness of Vision Foundation Models",,,no,
"Enhancing Low-Light Images: A Synthetic Data Perspective on Practical and Generalizable Solutions",,,no,
"RGBT Tracking via All-layer Multimodal Interactions with Progressive Fusion Mamba",,,maybe,
"Privacy-Preserving V2X Collaborative Perception Integrating Unknown Collaborators",,,no,
"Towards Generalizable Multi-Camera 3D Object Detection via Perspective Rendering",,,no,
"GenesisTex2: Stable; Consistent and High-Quality Text-to-Texture Generation",,,no,
"DeMo: Deep Motion Field Consensus with Learnable Kernels for Two-view Correspondence Learning",,,no,
"Can LVLMs Obtain a Driver’s License? A Benchmark Towards Reliable AGI for Autonomous Driving",,,no,
"Generative Video Diffusion for Unseen Novel Semantic Video Moment Retrieval",,,no,
"Diff-Shadow: Global-guided Diffusion Model for Shadow Removal",,,no,
"Beyond Pixel and Object: Part Feature as Reference for Few-Shot Video Object Segmentation",,,no,
"Rethinking U-Net: Task-Adaptive Mixture of Skip Connections for Enhanced Medical Image Segmentation",,,maybe,
"Privacy-Preserving Low-Rank Adaptation Against Membership Inference Attacks for Latent Diffusion Models",,,no,
"Revisiting Change Captioning from Self-supervised Global-Part Alignment",,,no,
"Infer the Whole from a Glimpse of a Part: Keypoint-Based Knowledge Graph for Vehicle Re-Identification",,,no,
"ScaleMatch: Multi-scale Consistency Enhancement for Semi-supervised Semantic Segmentation",,,no,
"Arbitrary Reading Order Scene Text Spotter with Local Semantics Guidance",,,no,
"HVIS: A Human-like Vision and Inference System for Human Motion Prediction",,,no,
"MVREC: A General Few-shot Defect Classification Model Using Multi-View Region-Context",,,no,
"Step-Calibrated Diffusion for Biomedical Optical Image Restoration",,,no,
"GlyphDraw2: Automatic Generation of Complex Glyph Posters with Diffusion Models and Large Language Models",,,no,
"Aligning and Prompting Anything for Zero-Shot Generalized Anomaly Detection",,,no,
"Does VLM Classification Benefit from LLM Description Semantics?",,,no,
"CAKE: Category Aware Knowledge Extraction for Open-Vocabulary Object Detection",,,no,
"Instruct Where the Model Fails: Generative Data Augmentation via Guided Self-contrastive Fine-tuning",,,no,
"Novel View Synthesis Under Large-Deviation Viewpoint for Autonomous Driving",,,no,
"A Trusted Lesion-assessment Network for Interpretable Diagnosis of Coronary Artery Disease in Coronary CT Angiography",,,no,
"Follow-Your-Click: Open-domain Regional Image Animation via Motion Prompts",,,no,
"Storynizor: Consistent Story Generation via Inter-Frame Synchronized and Shuffled ID Injection",,,no,
"Few-Shot Fine-Grained Image Classification with Progressively Feature Refinement and Continuous Relationship Modeling",,,no,
"Relaxed Class-consensus Consistency for Semi-supervised Semantic Segmentation",,,no,
"OUS: Bridging Scene Context and Facial Features to Overcome the Rigid Cognitive Problem",,,no,
"DMF-Net: Image-Guided Point Cloud Completion with Dual-Channel Modality Fusion and Shape-Aware Upsampling Transformer",,,no,
"CREST: An Efficient Conjointly-trained Spike-driven Framework for Event-based Object Detection Exploiting Spatiotemporal Dynamics",,,no,
"Efficient Image-to-Image Diffusion Classifier for Adversarial Robustness",,,no,
"Image Regeneration: Evaluating Text-to-Image Model via Generating Identical Image with Multimodal Large Language Models",,,no,
"Black-Box Test-Time Prompt Tuning for Vision-Language Models",,,no,
"Sp3ctralMamba: Physics-Driven Joint State Space Model for Hyperspectral Image Reconstruction",,,no,
"Accelerated Diffusion via High-Low Frequency Decomposition for Pan-Sharpening",,,no,
"EvdCLIP: Improving Vision-Language Retrieval with Entity Visual Descriptions from Large Language Models",,,no,
"Boosting ViT-based MRI Reconstruction from the Perspectives of Frequency Modulation; Spatial Purification; and Scale Diversification",,,no,
"Autonomous LLM-Enhanced Adversarial Attack for Text-to-Motion",,,no,
"Qua2SeDiMo: Quantifiable Quantization Sensitivity of Diffusion Models",,,no,
"Energy vs. Noise: Towards Robust Temporal Action Localization in Open-World",,,no,
"Extract Free Dense Misalignment from CLIP",,,no,
"SegFace: Face Segmentation of Long-Tail Classes",,,no,
"HiGDA: Hierarchical Graph of Nodes to Learn Local-to-Global Topology for Semi-Supervised Domain Adaptation",,,no,
"SwiftTry: Fast and Consistent Video Virtual Try-On with Diffusion Models",,,no,
"iMoT: Inertial Motion Transformer for Inertial Navigation",,,no,
"Motion-aware Contrastive Learning for Temporal Panoptic Scene Graph Generation",,,no,
"Multi-Scale Contrastive Learning for Video Temporal Grounding",,,no,
"SPU-IMR: Self-supervised Arbitrary-scale Point Cloud Upsampling via Iterative Mask-recovery Network",,,no,
"Exploring Semantic Consistency and Style Diversity for Domain Generalized Semantic Segmentation",,,no,
"EOV-Seg: Efficient Open-Vocabulary Panoptic Segmentation",,,no,
"Efficient Robustness Evaluation via Constraint Relaxation",,,no,
"Dual-calibrated Co-training Framework for Personalized Federated Semi-Supervised Medical Image Segmentation",,,no,
"Locate Anything on Earth: Advancing Open-Vocabulary Object Detection for Remote Sensing Community",,,no,
"Learning with Open-world Noisy Data via Class-independent Margin in Dual Representation Space",,,no,
"DuSSS: Dual Semantic Similarity-Supervised Vision-Language Model for Semi-Supervised Medical Image Segmentation",,,no,
"Label-Efficient Data Augmentation with Video Diffusion Models for Guidewire Segmentation in Cardiac Fluoroscopy",,,no,
"Fair Training with Zero Inputs",,,no,
"Procedure Knowledge Decoupled Distillation Strategy for Procedure Planning in Instructional Videos",,,no,
"S2S2: Semantic Stacking for Robust Semantic Segmentation in Medical Imaging",,,no,
"Planning from Imagination: Episodic Simulation and Episodic Memory for Vision-and-Language Navigation",,,no,
"Point Cloud Semantic Segmentation with Sparse and Inhomogeneous Annotations",,,no,
"Modular-Cam: Modular Dynamic Camera-view Video Generation with LLM",,,no,
"Partially Blinded Unlearning: Class Unlearning for Deep Networks from Bayesian Perspective",,,no,
"VHM: Versatile and Honest Vision Language Model for Remote Sensing Image Analysis",,,no,
"Beyond Text: Fine-Grained Multi-Modal Fact Verification with Hypergraph Transformers",,,no,
"Spectral Motion Alignment for Video Motion Transfer Using Diffusion Models",,,no,
"SeeDiff: Off-the-Shelf Seeded Mask Generation from Diffusion Models",,,no,
"Efficient Attention-Sharing Information Distillation Transformer for Lightweight Single Image Super-Resolution",,,no,
"Foreground-Covering Prototype Generation and Matching for SAM-Aided Few-Shot Segmentation",,,maybe,
"ConVis: Contrastive Decoding with Hallucination Visualization for Mitigating Hallucinations in Multimodal Large Language Models",,,no,
"EfficientVMamba: Atrous Selective Scan for Light Weight Visual Mamba",,,no,
"CDE-Learning: Camera Deviation Elimination Learning for Unsupervised Person Re-identification",,,no,
"Adaptive Dual-domain Learning for Underwater Image Enhancement",,,no,
"Boosting Image De-Raining via Central-Surrounding Synergistic Convolution",,,maybe,
"3D-aware Select; Expand; and Squeeze Token for Aerial Action Recognition",,,no,
"SAM-Aware Graph Prompt Reasoning Network for Cross-Domain Few-Shot Segmentation",,,no,
